StopID,DIVA,StopText,Municipality,MunicipalityID,Longitude,Latitude
2637,60200627.0,Kagran U Ausstiegstelle 26A,Wien,49000001.0,16.4334564,48.2436461
2638,60200627.0,Kagran U 26A,Wien,49000001.0,16.4337349,48.2432632
2659,,Praterstern S U,,,0.0,0.0
2663,60200769.0,Leopoldau S U,Wien,49000001.0,16.4515665,48.2782309
2668,60201860.0,Rennbahnweg U,Wien,49000001.0,16.4494824,48.2570809
2671,60200520.0,Hietzing U,Wien,49000001.0,16.3038295,48.1882784
2672,60201199.0,Schlachthausgasse U,Wien,49000001.0,16.408106,48.1941711
2674,60201349.0,SÃƒÂ¼dtiroler Platz S U,Wien,49000001.0,16.3750749,48.1860504
2678,,Stadion U,,,0.0,0.0
2681,60200743.0,LandstraÃƒÅ¸e S U,Wien,49000001.0,16.3855672,48.2059367
2685,60201891.0,TaborstraÃƒÅ¸e U,Wien,49000001.0,16.3804648,48.2192857
2690,60201893.0,Krieau U,Wien,49000001.0,16.4136396,48.2150838
2697,60201894.0,Stadion U,Wien,49000001.0,16.421437,48.2108517
2698,60201893.0,Krieau U,Wien,49000001.0,16.4131365,48.2155567
2700,,Krieau U,,,0.0,0.0
2703,60200487.0,HausfeldstraÃƒÅ¸e U,Wien,49000001.0,16.4864211,48.2333372
2704,60201040.0,Praterstern S U,Wien,49000001.0,16.3932478,48.2200518
2709,60201892.0,Messe Prater U,Wien,49000001.0,16.4035156,48.2182143
2710,,Messe Prater U,,,0.0,0.0
2712,,Krieau U,,,0.0,0.0
2714,60201892.0,Messe Prater U,Wien,49000001.0,16.4038569,48.2175918
2720,60201320.0,Stephansplatz U,Wien,49000001.0,16.3717242,48.2081338
2729,60201299.0,Stadlau S U,Wien,49000001.0,16.4486739,48.2189864
2736,60200487.0,HausfeldstraÃƒÅ¸e U,Wien,49000001.0,16.4872835,48.2336663
2748,60201299.0,Stadlau S U,Wien,49000001.0,16.4488086,48.2191899
2759,60201891.0,TaborstraÃƒÅ¸e U,Wien,49000001.0,16.3798629,48.219567
2798,60201007.0,PerfektastraÃƒÅ¸e U,Wien,49000001.0,16.3121659,48.1362321
2801,,FriedensbrÃƒÂ¼cke U,,,0.0,0.0
2802,,RoÃƒÅ¸auer LÃƒÂ¤nde U,,,0.0,0.0
2805,,RoÃƒÅ¸auer LÃƒÂ¤nde U,,,0.0,0.0
2806,,FriedensbrÃƒÂ¼cke U,,,0.0,0.0
2819,60200048.0,Am SchÃƒÂ¶pfwerk U,Wien,49000001.0,16.3239877,48.1613091
2823,60200299.0,AspernstraÃƒÅ¸e U,Wien,49000001.0,16.4751472,48.2231281
2860,60200910.0,Aspern Nord S U,Wien,49000001.0,16.5041808,48.2346117
2874,60200910.0,Aspern Nord S U,Wien,49000001.0,16.5042706,48.2346117
2882,60200014.0,Alaudagasse U,Wien,49000001.0,16.3818302,48.1526019
2887,60200606.0,JohnstraÃƒÅ¸e U,Wien,49000001.0,16.3190739,48.1987759
2900,60200014.0,Alaudagasse U,Wien,49000001.0,16.3818033,48.1525359
2903,60201320.0,Stephansplatz U,Wien,49000001.0,16.3731435,48.2090318
2910,60201184.0,Schottentor U,Wien,49000001.0,16.3626782,48.2134616
2915,60201320.0,Stephansplatz U,Wien,49000001.0,16.3725776,48.2092114
2917,60200245.0,Stubentor U,Wien,49000001.0,16.3798989,48.2072837
2918,60200949.0,Oberlaa U,Wien,49000001.0,16.3985389,48.1435095
2930,60201481.0,Neulaa U,Wien,49000001.0,16.3825938,48.1467762
2931,60201481.0,Neulaa U,Wien,49000001.0,16.3823423,48.1467343
2932,60200014.0,Alaudagasse U,Wien,49000001.0,16.3826297,48.154214
2934,60201198.0,Schwedenplatz U,Wien,49000001.0,16.3762876,48.2118633
2937,60201858.0,Aderklaaer StraÃƒÅ¸e U,Wien,49000001.0,16.4526265,48.2648196
2938,60200506.0,Herrengasse U,Wien,49000001.0,16.3656785,48.2105883
2939,60200014.0,Alaudagasse U,Wien,49000001.0,16.3820009,48.1527817
2940,60201182.0,Schottenring U,Wien,49000001.0,16.3703138,48.216676
2951,60200500.0,Dresdner StraÃƒÅ¸e U,Wien,49000001.0,16.3789377,48.237394
2957,60200500.0,Dresdner StraÃƒÅ¸e U,Wien,49000001.0,16.3790634,48.2374598
2991,60201095.0,Reumannplatz U,Wien,49000001.0,16.3793329,48.1745499
3011,60200487.0,HausfeldstraÃƒÅ¸e  U,Wien,49000001.0,16.4866996,48.233074
3052,60200627.0,Kagran U,Wien,49000001.0,16.4337079,48.2432811
3057,60200627.0,Kagran U,Wien,49000001.0,16.43316,48.2436281
3058,60200627.0,Kagran U,Wien,49000001.0,16.4337079,48.2432811
3064,,Kagran U,,,0.0,0.0
3066,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4436703,48.2509441
3067,60200627.0,Kagran U,Wien,49000001.0,16.4337618,48.2433948
3085,60200627.0,Kagran U,Wien,49000001.0,16.43369,48.2432512
3130,60200820.0,LÃƒÂ¤ngenfeldgasse U,Wien,49000001.0,16.3354323,48.1852778
3135,60201018.0,Pilgramgasse U,Wien,49000001.0,16.3548898,48.1925723
3156,60201200.0,SchweglerstraÃƒÅ¸e U,Wien,49000001.0,16.3277966,48.1967879
3157,60201200.0,SchweglerstraÃƒÅ¸e U,Wien,49000001.0,16.3277876,48.1981292
3162,60200820.0,LÃƒÂ¤ngenfeldgasse U,Wien,49000001.0,16.3354772,48.1848825
3170,60200014.0,Alaudagasse U,Wien,49000001.0,16.3822614,48.1533989
3207,60200863.0,Meidling HauptstraÃƒÅ¸e U,Wien,49000001.0,16.3286051,48.183511
3242,60200560.0,Bhf. HÃƒÂ¼tteldorf S U,Wien,49000001.0,16.2612314,48.1979256
3282,60200560.0,Bhf. HÃƒÂ¼tteldorf S U,Wien,49000001.0,16.2615189,48.1978478
3283,60200560.0,Bhf. HÃƒÂ¼tteldorf S U,Wien,49000001.0,16.260899,48.1978598
3313,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4428618,48.2490838
3318,60200633.0,Kagraner Platz U,Wien,49000001.0,16.4431043,48.2498016
3338,60200942.0,Seestadt U,Wien,49000001.0,16.5083939,48.2252766
3349,60200560.0,Bhf. HÃƒÂ¼tteldorf S U,Wien,49000001.0,16.2610697,48.1979556
3357,60200942.0,Seestadt  U,Wien,49000001.0,16.5084208,48.2253724
3365,60200942.0,Seestadt  U,Wien,49000001.0,16.5082232,48.2253005
3387,60200949.0,Oberlaa U,Wien,49000001.0,16.398467,48.1434256
3408,60201573.0,TroststraÃƒÅ¸e U,Wien,49000001.0,16.3793868,48.1688706
3425,,Oberlaa U,,,0.0,0.0
3440,60201182.0,Schottenring U,Wien,49000001.0,16.3721913,48.2151856
3477,,JosefstÃƒÂ¤dter StraÃƒÅ¸e U,,,0.0,0.0
3516,60201062.0,Spittelau S U,Wien,49000001.0,16.3578273,48.23305
3525,,Erlaaer StraÃƒÅ¸e U,,,0.0,0.0
3526,,Erlaaer StraÃƒÅ¸e U,,,0.0,0.0
